RTSW,web,plot,data,-,created,28-06-2024,15:02:42,,,,,,,,,,,,,,,,,,,,,,
More,information,is,available,from,SWPC,at,http://www.swpc.noaa.gov/products/real-time-solar-wind,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start:,02-01-2020 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End:,02-01-2020 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"0=ACE,","1=DSCOVR,",2=mixed,ACE+DSCOVR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution:,1,day,,,,,,,,,,,,,,,,,,,,,,,,,,,
med=50th,percentile,"(median),",min=1st,"percentile,",max=99th,percentile,,,,,,,,,,,,,,,,,,,,,,,
Phi,mean,is,the,average,"angle,",taking,into,account,the,wrapping,at,0/360,degrees,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More,data,is,available,from,the,NCEI,archive,at,https://www.ngdc.noaa.gov/dscovr,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timestamp,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
10-10-2020,00:00:00,1,3.6,2.4,4.33,1.63,-1.35,3.23,-2.07,-3.62,2.15,0.96,-2.86,3.97,301.46,44.44,347.52,16.85,-59.03,75.1,5.17,3.35,8.38,296,286.9,306.7,14546,10489,20443
11-10-2020,00:00:00,1,3.68,0.42,5.83,-0.81,-3.35,4.28,-2.09,-4.88,3.25,0.67,-2.81,5.36,236.19,20.71,333.79,14.66,-66.19,74.83,11.1,3.27,17.68,293,284,303,14134,9206,28183
12-10-2020,00:00:00,1,5.2,2.62,7.42,0.66,-1.59,3.86,-3.67,-7.17,5.23,1.48,-4.96,6.95,295.45,15.4,342.78,17.63,-42.51,82.79,11.46,2.93,26.3,294.6,276.3,302.1,15066,9182,25166
13-10-2020,00:00:00,1,6.01,4.03,8.25,2.43,-1.27,5.98,-3.44,-8.17,3.26,2.73,-0.99,6.04,304.81,9.9,357.06,29.77,-12.76,56.37,11.96,7.84,19.86,296.8,283.4,309.4,14644,10896,24525
14-10-2020,00:00:00,1,4.07,2.7,5.74,1.98,-2.81,4.3,-2.72,-4.98,-0.83,1.43,-1.64,4.15,300.76,230.27,348.23,20.58,-31.58,52.35,6.36,4.81,10.86,276.4,264.3,310.3,11447,7453,22856
15-10-2020,00:00:00,1,2.79,1.04,7.48,1.77,-0.1,4.29,-1.67,-6.21,-0.2,1.07,-2.34,5.49,311.99,261.97,347.89,20.62,-48.41,74.47,6.28,4.07,17.83,270.8,257.9,301.1,11239,5434,25457
16-10-2020,00:00:00,1,4.61,1.62,7.18,-0.22,-2.95,2.84,-2.85,-6.82,2.93,1.28,-3.73,6.37,253.07,17.98,351.11,18.52,-80.79,69.76,6.05,3.42,20.65,303.7,293.8,323.9,36223,10959,60544
17-10-2020,00:00:00,1,5.84,1.7,9.27,1.39,-3.76,3.82,-4.86,-8.55,4.6,1.31,-4.18,5.51,285.63,4.6,355.78,13.29,-53.64,47.68,9.34,3.08,18.6,316.4,304.7,330.2,17362,11142,44440
18-10-2020,00:00:00,1,5.2,1.29,7.38,0.17,-3.68,5.34,-1.46,-6.05,4.61,2.07,-3.28,6.94,292.8,5.11,353,26.84,-76.02,85.7,5.43,2.95,9.05,323.6,306.9,354.9,36760,13200,64366
19-10-2020,00:00:00,1,4.42,2.33,9.47,-2.19,-6.67,3.58,1.87,-3.9,7.22,0.23,-4.73,6.27,137.77,15.56,311.03,3.78,-70.96,64.96,6.12,3.57,16.8,362.8,335.9,435.7,55517,23100,202538
20-10-2020,00:00:00,1,2.37,1.27,6.26,-0.67,-2.21,4.08,0.91,-4.73,4.32,-0.57,-4.61,3.13,115.26,5.63,353.99,-15.39,-70.82,60.13,3.21,1.57,6.94,398.4,359.4,446.5,100647,14714,168513
21-10-2020,00:00:00,1,8.19,1.76,9.96,1.26,-3,7.64,-6.95,-9.48,5.54,0.06,-4.92,4.81,289.97,2.14,352.4,0.43,-79.88,57.43,6.88,3.73,17.07,367.9,327,407.8,62447,21996,176064
22-10-2020,00:00:00,1,5.27,3.07,8.01,2.36,-4.11,6.66,-3.23,-5.7,3.63,1.64,-3.58,5.66,304.35,65.24,344.67,18.01,-67.59,66.09,7.51,3.47,11.51,359.1,333.9,390.3,54079,21351,117919
23-10-2020,00:00:00,1,7.66,4.32,14.06,-3.15,-9.08,7.21,-0.31,-6.04,10.78,0.6,-9.69,12.33,180.45,7.84,354.7,6.06,-73.11,86.96,9.05,4.05,35.91,396.6,368.1,528.3,53486,7275,455156
24-10-2020,00:00:00,1,4.61,2.73,11.22,-3.07,-9.53,1,2,-2.77,7.8,-1.1,-8.12,4.5,154.3,64.99,259.72,-14.6,-65.01,61.1,8.1,6.24,12.45,533.7,491.5,583.9,494395,200546,670089
25-10-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
26-10-2020,00:00:00,2,4.38,2.11,8.71,-2.49,-6.3,2.67,1.86,-3.77,6.48,-1.16,-5.81,5.71,144.62,38.68,323.47,-15.72,-77.12,56.74,6.3,0.93,9.54,555.1,510.1,605.33,338541,99933,834364
27-10-2020,00:00:00,1,4.21,2.5,5.29,-3.53,-5.07,2.15,0.7,-2.13,3.81,0.39,-2.96,2.62,165.47,29.99,224.82,5.65,-62.37,42.49,7.93,4.9,9.19,510.1,500.9,560.5,380502,106719,662628
28-10-2020,00:00:00,1,3.34,2.01,5.62,-0.71,-3.6,3.41,1.05,-3.06,4.27,-1,-4.72,3.3,117.68,5.61,356.1,-17.78,-80.69,53.23,8.37,6,9.26,502.9,484.1,525.6,361789,94290,451520
29-10-2020,00:00:00,1,4.12,1.66,6.47,-1.06,-5.77,4.72,1.29,-5.34,4.58,-0.71,-4.74,3.62,109.03,1.74,357.32,-10.46,-78.49,56.42,7.96,5.95,9.55,471.9,429.3,508.6,234134,76900,389563
30-10-2020,00:00:00,1,2.87,0.8,5.63,0.48,-3.76,3.69,1.06,-5.03,3.1,-0.36,-3.38,3.56,77.86,0.46,358.23,-8.27,-61.02,52.29,5.28,3.68,8.31,425.8,402.9,452,123630,77276,194164
31-10-2020,00:00:00,1,4.97,2.95,6.21,-0.82,-3.89,3.82,-1.88,-5.42,5.16,-0.65,-5.39,4.04,233.78,22,328.4,-7.57,-73.11,58.51,8.42,3.9,16.18,393,368.2,434.8,62689,17233,138776
01-11-2020,00:00:00,1,6.47,2.93,8.55,-2.7,-8.17,3.64,1.12,-6.68,4.63,-1.02,-5.93,5.56,170.2,56.28,316.91,-11.44,-75.82,63.26,4.76,1.94,11.76,389.6,339.9,414.8,62660,7160,128064
02-11-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
03-11-2020,00:00:00,2,4.41,3.67,5.07,-4.01,-4.8,-0.32,1.16,-1.62,4.02,-0.5,-2.35,1.84,162.05,95.05,201.52,-6.62,-35.89,24.41,1.05,0.45,4.87,358.3,329.56,479.2,93470,14841,296907
04-11-2020,00:00:00,2,3.88,1.19,4.8,-3.34,-4.75,-0.84,0.08,-2.32,2.96,-0.21,-2.55,1.93,177.44,128.54,225.22,-3.48,-35.47,38.76,1.7,0.4,4.7,311.37,285.8,475.6,29931,5936,272182
05-11-2020,00:00:00,1,4.23,2.92,9.44,-2.08,-5.61,6.17,0.52,-8.28,5.92,0.08,-5.26,7.32,149.06,5.54,353.97,1.05,-45.28,64.89,6.99,2.44,25.91,313.2,283.4,401.5,19693,8677,106576
06-11-2020,00:00:00,1,5.92,3.67,9.96,4.11,-3.25,7.88,-1.37,-9.18,5.04,1.43,-4.88,5.89,344.11,1.81,358.5,14.29,-50.48,62.45,10.63,7.18,14.64,472,374.8,503.4,233490,88278,313980
07-11-2020,00:00:00,1,4.52,1.73,7.59,3.18,-2.72,5.45,-1.33,-7.33,3.3,0.34,-2.92,5.84,330.09,0.77,358.29,4.06,-71.42,62.13,8.49,6.8,10.65,483.9,434.3,506.4,256220,158556,399281
08-11-2020,00:00:00,1,3.68,1.19,5.2,-0.75,-3.51,3.66,-2.21,-4.23,2.18,0.92,-2.4,3.03,267.42,1.76,356.49,16.42,-60.9,47.99,7.04,5.15,9.28,448.4,426.9,480,157598,113199,246754
09-11-2020,00:00:00,1,3.87,2.38,5.83,1.73,-3.27,4.61,-1.73,-4.14,0.92,1.9,-2.03,3.76,309.61,2.88,357.55,27.33,-49.58,68.1,3.01,1.25,6.71,370.3,342.3,451.2,96046,25787,156789
10-11-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
11-11-2020,00:00:00,2,5.87,3.26,9.92,3.2,-4.06,6.69,-3.3,-9.58,3.17,0.4,-3.95,3.88,310.4,2.64,356.93,4.89,-34.27,38.16,7.72,1.84,22.04,323.6,313.2,349.8,18237,7227,40872
12-11-2020,00:00:00,2,5.55,2.31,8.48,-0.09,-7.43,4.75,-2.5,-7.44,5.61,1.68,-3.29,7.23,275.02,4.21,358.05,23.17,-44.78,75.07,2.47,0.7,6.57,389.47,363.45,424.2,104264,42414,184914
13-11-2020,00:00:00,1,3.33,1.46,4.75,1.56,-3.56,4.52,-1.26,-3.98,1.54,-0.18,-3.37,2.82,305.77,0.83,359.19,-3.08,-72.38,58.7,3.68,1.44,6.21,382.5,348.5,441,102689,38936,183636
14-11-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
15-11-2020,00:00:00,2,4.36,3.43,5.26,1.49,-1.76,4.51,-2.73,-4.34,2.45,2.02,-4.56,4.77,304.77,3.88,355.16,28.9,-82.76,74.76,3.25,1.04,5.15,310.4,289.4,469,32749,11692,397155
16-11-2020,00:00:00,2,3.6,0.88,4.97,1.91,-0.6,4.51,-1.52,-4.08,1.73,0.41,-2.13,2.98,327.69,1.15,358.51,9.02,-41.98,70.03,4.3,2.4,12.88,291.1,272.7,473.4,14013,7317,373756
17-11-2020,00:00:00,1,4.01,1.07,5.87,-1.54,-4.38,2.38,1.31,-1.64,4.79,0.04,-5.09,2.93,112.53,7.35,346.94,0.83,-81.69,75.19,5.98,2.2,11.49,299.6,283.6,318.4,16568,6027,40990
18-11-2020,00:00:00,1,3.12,2.4,4.72,-2.41,-3.81,2.9,1.23,-2.15,3.59,-0.56,-3.32,1.52,150.45,11.65,246.61,-9.18,-62.06,30.98,7.53,4.08,10.64,290.9,276.8,306.7,15486,10033,22817
19-11-2020,00:00:00,1,4.29,3.22,8.45,-3.31,-4.79,5.44,1.86,-3.3,4.42,-0.21,-6.7,2.86,145.63,12.5,337.68,-2.71,-73.99,61.7,5.61,3.52,17.95,309.3,294.8,350.7,25474,12674,69535
20-11-2020,00:00:00,1,4.85,1.94,7.35,-2.6,-5.49,5.54,0.65,-3.93,5.48,-1.47,-6.43,5.16,141.51,1.66,357.6,-19.61,-75.72,54.49,5.75,1.15,10.49,358.4,322.7,388.9,72400,10698,123791
21-11-2020,00:00:00,1,6.33,3.57,11.46,-3.53,-9.95,4.3,3.04,-4.07,7.46,-2.22,-8.76,7.49,127.17,3.52,357.37,-17.91,-82.69,60.49,6.81,2.91,15.91,365.4,332.1,536.5,61582,22520,312185
22-11-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
23-11-2020,00:00:00,2,2.8,1.45,3.8,-1.82,-3.63,2.64,1.19,-2.57,3.22,-0.19,-2.81,2.68,149.65,24.86,295.95,-3.91,-77.98,53.7,6.67,0.67,12.14,556.8,509.2,585.1,388087,93874,773576
24-11-2020,00:00:00,2,2.43,1.79,3.35,-1.83,-3.01,-0.29,1.07,-1.87,2.8,-0.07,-2.21,2.01,156.64,100.34,235.48,-1.73,-58.04,46.28,2.43,0.68,7.79,440.8,387,482.6,36991,5000,400898
25-11-2020,00:00:00,1,3.7,2.04,5.43,0.24,-3.57,3.05,1.13,-3.98,5.16,-2.44,-4.69,1.63,73.09,3.24,356.28,-43.4,-86.41,31.67,4.06,2.08,6.41,379.2,363.5,414.8,29190,12302,66039
26-11-2020,00:00:00,1,4.91,2.6,8.07,-2.2,-6.36,3.06,3.07,-0.8,7.59,0.03,-5.17,5.53,115,14.12,193.37,0.39,-57.11,49.24,4.82,1.85,8.45,398.3,370.9,471.8,33468,5780,182711
27-11-2020,00:00:00,1,4.8,2.2,8.49,-1.4,-5.51,2.74,0.46,-4.6,8.3,-0.23,-6.42,4.98,163.14,14.02,345.99,-2.44,-85.02,84.15,5.44,2.5,8.52,421.2,396.6,458.9,65220,43832,195005
28-11-2020,00:00:00,1,4.76,2.27,5.98,-1,-4.09,5.64,1.51,-5.56,5.5,-0.61,-5.04,3.78,121.16,3.45,356.6,-7.85,-70.51,53.84,2.91,0.79,7.8,423.4,379.9,471.8,55689,6755,193326
29-11-2020,00:00:00,1,5.84,2.44,8.09,1.6,-5.05,4.7,-3.66,-7.2,4,-0.01,-5.52,4.27,261.9,96.67,325.35,-0.12,-47.04,50.61,5.35,1.1,9.42,378.1,352.6,400.7,20333,9401,59829
30-11-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
01-12-2020,00:00:00,2,3.94,2.35,4.67,0.65,-3.28,3.46,-2.56,-4.25,3.01,2.05,-1.91,3.79,280.48,61.9,347.86,32.82,-30.33,79.7,0.72,0.38,25.88,429.54,365.07,555.6,171251,41288,1376377
02-12-2020,00:00:00,2,4.76,2.47,6.66,0.55,-3.92,3.53,-2.32,-5.31,2.13,2.3,-3.31,5.54,286.39,2.64,357.04,31.39,-67.67,77.98,3.51,0.34,12.59,418.75,391.46,545.3,95970,34046,769223
03-12-2020,00:00:00,2,4.14,3.01,5.81,1.57,-2.8,4.84,-2.72,-4.61,0.48,1.42,-3.41,5.21,297.48,29.34,350.3,18.5,-72.71,77.26,3.24,0.22,11.2,397.6,341.78,536.9,93269,11417,726528
04-12-2020,00:00:00,2,5.75,5.06,6.66,3.18,-1.11,5.73,-3.65,-6.12,2.49,2.47,-1.45,5.08,311.03,3.81,357.03,25,-14.5,59.41,0.35,0.1,7.83,387.71,246.9,540,122568,12483,537353
05-12-2020,00:00:00,2,5.72,2.04,7.15,-0.15,-3.58,5.38,-2.84,-6.88,4.44,0.04,-4.98,6.35,271.17,21,352.95,0.39,-73.99,74.37,1.86,0.1,8.72,371.21,282.72,410.75,54579,15750,161035
06-12-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
07-12-2020,00:00:00,2,4.6,1.97,6.83,-2.74,-6.8,1.19,2.47,-2.01,4.73,0.14,-3.66,2.73,144.9,53.48,284.04,1.57,-77.54,39.58,4.36,1.06,7.83,389.3,347.08,494.9,111380,31345,225789
08-12-2020,00:00:00,2,4.52,1.34,5.85,0.36,-3.23,5.03,-0.14,-3.69,3.71,-1.49,-5.23,3.98,23.25,7.95,354.29,-19.82,-85.64,66.05,4.13,2.42,10.6,356,343.54,380.3,34188,19260,112752
09-12-2020,00:00:00,2,6.12,3.08,9.29,3.13,-3.25,7.04,-2.78,-8.19,4.97,1.4,-5.86,5.73,323.34,3.61,357.95,13.47,-69.39,78.98,8.94,3.04,18.03,384.1,345.9,462.9,129158,35560,237178
10-12-2020,00:00:00,2,6.46,3.43,15.32,0.25,-4.42,5.59,-5.24,-14.52,2.38,2.19,-3.64,9.53,274.51,11.7,346.85,19.04,-27.82,75.39,8.55,4.83,20.18,486.2,446.9,574.7,212684,139728,395130
11-12-2020,00:00:00,1,4.39,3.43,6.33,2.79,-3.21,3.95,-2.72,-5.93,0.62,-0.33,-3.11,4.89,305.84,8.93,357.75,-4.72,-35.82,60.09,5.79,3.9,12.39,480.1,440.2,545.3,127137,20400,476306
12-12-2020,00:00:00,1,5.13,4.16,5.83,3,0.25,4.35,-3.65,-5.26,-0.05,0.53,-3.79,4.73,310.21,226.29,353.14,5.92,-52.25,71.52,6.78,3.64,10.29,411,375.4,457.1,59201,15404,138510
13-12-2020,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
14-12-2020,00:00:00,2,4.2,1.83,5.08,3.58,-3.48,5,0,-3.44,3.86,-0.35,-2.48,1.97,6.5,0.69,359.16,-4.87,-36.92,30.97,7.39,2.06,13.95,349.1,329.2,364.6,60727,20436,139947
15-12-2020,00:00:00,2,3.2,0.93,4.32,0.31,-3.9,3.43,1.07,-2.61,2.87,-0.77,-3.21,1.93,85.17,2.34,350.38,-14.66,-77.88,66.75,6.87,0.72,14.99,309.4,274.9,363.5,29448,19972,144453
16-12-2020,00:00:00,2,3.98,1.1,6.47,1.24,-3.39,4.73,1.62,-3.31,6.09,-0.64,-3.27,2.74,55.02,7.52,334.63,-8.75,-61.45,26.62,11.22,1.93,17.09,283.14,269,293.1,20737,10050,32140
17-12-2020,00:00:00,2,3.89,2.35,6.27,-2.63,-4.44,3.48,1.94,-3.24,5.67,0.21,-2.55,3.73,156.64,71.22,347.28,2.94,-51.83,57.86,3.89,2.08,15.97,276.18,258.36,288.9,22389,13913,44121
18-12-2020,00:00:00,2,4.86,3.13,6.91,-2.2,-4.74,1.32,3.74,-1.27,5.91,-0.57,-5.22,5.57,123.41,73.66,216.63,-7.1,-76.9,62.09,14.41,2.38,21.91,287.8,259.18,297.5,33622,18487,45150
19-12-2020,00:00:00,2,5.56,2.46,9.74,-3.24,-7.41,2.36,2.64,-4.92,6.19,-0.16,-7.18,4.96,144.76,40.05,284.21,-2.41,-69.18,60.65,15.1,5.67,28.55,318.8,284.1,364.6,55938,20075,237434
20-12-2020,00:00:00,2,4.72,2.21,6.3,-2.54,-4.5,3.04,3.01,-2.1,5.12,0,-4.33,4.32,133.98,22.95,228.26,0.05,-67.77,62.3,5.84,1.82,10.03,379.2,349,397.9,114923,48738,283657
21-12-2020,00:00:00,2,8.23,3.47,15.8,0.86,-7.87,8.05,-6.22,-9.22,8.59,-0.48,-11.74,10.61,284.31,20.86,347.49,-3.29,-83.45,65.33,9.87,1.85,43.66,377.4,363.24,465.6,67357,10609,264516
22-12-2020,00:00:00,2,4.87,2.17,11.6,-2.79,-6.73,4.97,1.62,-5.98,7.25,-0.53,-6.45,4.52,145,7.05,356.07,-6.59,-75.63,49.45,9.19,1.59,15.87,542.1,459.92,569.5,259732,87744,378825
23-12-2020,00:00:00,2,4.57,1.95,7.05,-2.95,-6.35,3.77,2.17,-5.17,5.55,-0.2,-4.81,3.67,138.33,9.63,351.42,-2.41,-72.89,53.13,7.29,0.67,12.4,550.5,512.7,634.14,270779,116078,400298
24-12-2020,00:00:00,2,4,2.64,5.2,-2.65,-4.36,2.46,1.88,-3.14,4.22,-0.55,-4.22,2.83,140.51,18.43,338.66,-8.36,-76.47,48.41,7.07,1.06,8.95,549.4,510.3,587.5,245709,75125,378051
25-12-2020,00:00:00,2,3.74,1.8,4.7,-3.09,-4.5,2.4,-0.13,-2.98,3.35,0.41,-2.71,3.06,179.94,22.12,336,6.12,-64.54,46.63,4.67,1.05,8.04,489.1,437.9,528.46,121352,82542,199562
26-12-2020,00:00:00,2,3.17,2.31,4.95,-1.9,-3.7,2.7,1.39,-2.61,3.44,0.55,-3.46,3.29,138.79,36.6,327.17,9.69,-65.77,72.49,4.91,0.67,9.33,428,408.1,456.1,73140,26141,164592
27-12-2020,00:00:00,2,5.43,3.58,7.09,3.24,-2.26,5.4,-3.41,-6.47,0.47,0.57,-5.53,5.67,313.8,9.67,352.14,6.17,-69.95,71.59,3.12,0.47,11.87,465.81,415.93,518.54,119536,29295,301250
28-12-2020,00:00:00,2,4.44,2.32,7.92,1.51,-3.83,6.83,-2.36,-6.01,4.24,0.95,-5.19,6.19,291.34,5.44,355.95,12.33,-74.98,73.62,7.37,0.35,9.99,507.5,431.2,570.25,291898,59348,410997
29-12-2020,00:00:00,2,5.89,3.65,7.1,2.39,-5.24,5.82,-4.3,-6.56,2.51,0.83,-4.8,5.15,297.51,2.38,356.93,8.26,-57.62,64.64,7.93,1.08,10.74,476,446.8,522.7,229027,70314,327427
30-12-2020,00:00:00,2,4.37,1.52,6.51,1.44,-3.01,4.9,-2,-5.7,2.59,0.08,-5.11,4.28,295.88,7.67,355.51,1.21,-68.32,65.63,8.05,2.25,11.59,498.1,463.3,531.6,243483,129855,434882
31-12-2020,00:00:00,2,2.54,1.01,3.28,-0.25,-2.35,2.62,-1.4,-2.92,1.86,-0.17,-2.6,2.66,263.93,4.11,356.06,-4.85,-70.07,74.58,4.49,2,8.34,408.3,372.3,466,88244,40880,354080
01-01-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
02-01-2021,00:00:00,2,3.18,1.95,4,1.83,-0.92,3.41,-1.64,-3.57,2.22,1.21,-1.65,3.2,324.74,2.13,358.54,22.51,-33.15,73.59,3.78,2.33,5.61,326.3,312.9,349.5,25479,16791,80473
03-01-2021,00:00:00,2,2.67,1.04,4.25,0.14,-2.74,2.55,1.66,-2.59,3.9,-0.09,-2.07,2.84,68.11,3.11,358.91,-1.77,-55.19,64.61,7,1.29,11.35,304.11,294,322.5,17945,11236,33349
04-01-2021,00:00:00,2,5.45,2.67,8.4,-1.81,-7.57,1.86,4.22,-2.15,7.18,-0.06,-4.85,4.53,119.54,57.68,293.81,-0.54,-75.83,55.98,8.49,0.56,14.42,299.16,286.2,336.6,29481,10859,605079
05-01-2021,00:00:00,2,9.26,6.84,17.55,-2.34,-10.17,9.89,3.58,-16.04,10.78,2.1,-12.92,10.44,108.82,3.97,353.67,12.61,-74.24,63.16,12.01,1.29,47.17,354.2,286.2,477.4,90456,30429,295271
06-01-2021,00:00:00,2,5.2,3.17,16.14,3.9,-7.03,12.2,-2.66,-12.85,1.66,-0.39,-7.62,4.74,319.86,2.86,358.25,-3.75,-58.92,37.95,6.85,1.91,16.39,528.3,423.1,624.7,311570,114975,561918
07-01-2021,00:00:00,2,3.15,1.33,4.14,0.76,-3.8,3.72,-0.66,-3.98,2.7,-0.31,-2.98,2.95,296.36,1.87,358.42,-6.17,-73.85,71.95,4.91,1.91,7.51,466.31,414.1,510.8,135463,50851,346119
08-01-2021,00:00:00,2,3.73,2.26,4.73,-1.76,-3.89,4.09,-2.48,-4.27,0.06,0.54,-1.86,2.3,258.87,8.66,355.15,8.64,-26.29,45.83,4.36,2.42,5.71,377.6,328.2,435.3,68221,12781,198557
09-01-2021,00:00:00,2,4.38,3.42,5.2,2.08,-2.22,4.44,-3.07,-5.01,-0.08,-0.2,-2.81,3.51,301.15,18.44,349.77,-2.54,-38.01,59.37,3.34,1.64,5.87,321.8,308.4,343.3,26657,8830,196072
10-01-2021,00:00:00,2,5.16,2.91,6.37,0.81,-3.55,3.71,-3.86,-5.9,-1.08,-1.35,-3.78,1.69,276.79,227.99,340.66,-16.25,-43.77,19.34,9.54,2.53,12.35,311.2,296.6,329.8,15995,10609,54108
11-01-2021,00:00:00,2,5.98,1.72,19.75,0.3,-13.67,5.48,-1.59,-11.38,14.34,-1.06,-16.51,14.16,267.8,69.56,328.59,-18.73,-71.24,67.27,12.02,3.68,45.12,348.13,276.79,471.9,42564,10350,422390
12-01-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
13-01-2021,00:00:00,2,4.31,2.65,6.25,-3.4,-5.99,1.81,1.39,-2.56,4.42,-0.31,-3.29,3.31,156.74,55.18,216.18,-4.79,-46.49,47.55,5.29,4.07,7.81,410.3,376.3,447.9,106856,45141,187602
14-01-2021,00:00:00,2,4.08,3.18,5.02,-3.21,-4.88,4.05,1.23,-2.42,4.37,0.25,-2.87,3.5,151.3,21.12,221.42,3.43,-43.23,70.05,8.08,3.6,11.12,361.3,314.6,384.7,35676,14385,97037
15-01-2021,00:00:00,2,2.67,0.7,4.68,1.29,-2.29,3.65,-1.39,-3.21,3.19,0.2,-3.92,2.16,330.48,11.52,352.52,4.71,-65.45,57.26,9.23,1.47,15.94,300.6,293.2,311.7,18288,11795,34079
16-01-2021,00:00:00,2,3.88,2.04,5.73,1.74,-2.42,4.02,-2.93,-4.6,1.61,-0.45,-3.53,3.3,301.53,3,356.36,-6.72,-67.19,68.16,6.56,2.46,15.26,308.7,297.7,344.4,26789,16776,73589
17-01-2021,00:00:00,2,2.26,0.94,4.72,-0.23,-3,2.42,1.43,-2.79,2.71,-0.45,-4.01,1.26,107.2,40.96,349.7,-13.48,-75.95,30.79,10.48,2.44,13.02,284.5,275.4,309.8,17812,10205,27751
18-01-2021,00:00:00,2,3.65,1.9,7.75,-1.33,-4.48,4.15,1.62,-7.08,3.99,-1.03,-6.18,2.77,144.14,80.22,317.77,-17.55,-66.11,54.84,15.3,2.54,22.95,281.4,272.78,312.7,17264,11294,49261
19-01-2021,00:00:00,2,6.27,2.37,8.55,2.29,-3.76,7.14,-4.75,-6.66,1.15,0.16,-5.85,4.27,293.12,101.63,348.81,1.66,-69.52,47.65,11.92,5.58,23.33,315.2,295.9,332.9,55859,18875,104693
20-01-2021,00:00:00,2,5.61,2.21,8.11,-0.73,-4.04,6.36,1.95,-6.41,7.25,0.37,-5.73,4.62,73.91,8.75,354.23,4.53,-56.7,56.35,10.15,3.6,17.28,337.5,312.2,358.34,40100,12830,102478
21-01-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
22-01-2021,00:00:00,2,3.34,1.07,5.84,-0.46,-4.29,1.44,-0.33,-5.62,5.52,0.65,-4.14,4.76,216.97,7.8,351.12,13.63,-77.38,77.36,9.43,3.83,14.26,307.6,294.3,353.97,15441,9756,72057
